Year,NDVI_district,NDVI_district_crop_mask,Obs_yield,Total_production,Total_area,Irrigated_area,Irrigated_production,Unirrigated_area,Unirrigated_production,Simulated_yield,Simulated_yield_sd,Simulated_yield_allyears,Simulated_yield_allyears_sd,Crop,Province,District_id,District_name_ts
2003,0.1355,0.166486487,2.69408262,723.9,268.7,NaN,NaN,NaN,NaN,2.4,0.37,2.4,0.39,wheat,Punjab,603,Bahawalpur
2004,0.140749998,0.152956457,2.361702128,632.7,267.9,NaN,NaN,NaN,NaN,2.19,0.36,2.19,0.36,wheat,Punjab,603,Bahawalpur
2005,0.137583334,0.174132508,2.716758748,737.6,271.5,NaN,NaN,NaN,NaN,2.52,0.38,2.52,0.39,wheat,Punjab,603,Bahawalpur
2006,0.163166664,0.166713213,2.585231194,749.2,289.8,NaN,NaN,NaN,NaN,2.41,0.39,2.41,0.39,wheat,Punjab,603,Bahawalpur
2007,0.165666667,0.188453454,2.911174785,812.8,279.2,NaN,NaN,NaN,NaN,2.75,0.41,2.74,0.4,wheat,Punjab,603,Bahawalpur
2008,0.155083334,0.184697447,2.578395954,713.7,276.8,NaN,NaN,NaN,NaN,2.7,0.4,2.69,0.41,wheat,Punjab,603,Bahawalpur
2009,0.146166665,0.200214339,2.995937712,885,295.4,NaN,NaN,NaN,NaN,2.94,0.42,2.93,0.42,wheat,Punjab,603,Bahawalpur
2010,0.153583332,0.194427928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.84,0.41,wheat,Punjab,603,Bahawalpur
2011,0.160916667,0.217097973,3.145149786,881.9,280.4,877.1,274.4,4.8,6.1,3.21,0.44,3.19,0.45,wheat,Punjab,603,Bahawalpur
2012,0.193666666,0.206810435,3.191456903,836.8,262.2,832.1,256.2,4.7,6.1,3.03,0.44,3.03,0.42,wheat,Punjab,603,Bahawalpur
2013,0.188416665,0.212339715,3,796.2,265.4,794.6,263.4,1.6,2,3.15,0.45,3.11,0.43,wheat,Punjab,603,Bahawalpur
2014,0.172416666,0.214108108,3.025403364,881.3,291.3,879.4,288.9,1.9,2.4,3.17,0.45,3.14,0.44,wheat,Punjab,603,Bahawalpur
2015,0.164833335,0.20184009,3.047098034,905.11,297.04,902.24,294.2,2.87,2.84,2.96,0.42,2.95,0.43,wheat,Punjab,603,Bahawalpur
2016,0.205583333,0.219763138,3.227195524,969.03,300.27,965,296.22,4.03,4.05,3.25,0.47,3.23,0.45,wheat,Punjab,603,Bahawalpur
2017,0.179583337,0.215331456,3.402419215,984.49,289.35,982.05,286.92,2.44,2.43,3.15,0.44,3.16,0.44,wheat,Punjab,603,Bahawalpur
2018,0.171416667,0.205691066,3.222117367,921.88,286.11,920.21,284.09,1.67,2.02,3.01,0.42,3.01,0.43,wheat,Punjab,603,Bahawalpur
2019,0.1505,0.216254129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.18,0.41,wheat,Punjab,603,Bahawalpur
2020,0.167750001,0.220271396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.24,0.45,wheat,Punjab,603,Bahawalpur
2021,0.17025,0.221644144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.26,0.46,wheat,Punjab,603,Bahawalpur
1982,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,702,Barkhan
1983,0.119,0.090463235,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.71,0.37,wheat,Balochistan,702,Barkhan
1984,0.11275,0.098744485,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.78,0.39,wheat,Balochistan,702,Barkhan
1985,0.117750002,0.100556986,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.79,0.4,wheat,Balochistan,702,Barkhan
1986,0.0850625,0.082128677,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.63,0.35,wheat,Balochistan,702,Barkhan
1987,0.117312499,0.097185662,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.77,0.37,wheat,Balochistan,702,Barkhan
1988,0.0913125,0.084985294,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.66,0.37,wheat,Balochistan,702,Barkhan
1989,0.1244375,0.105034927,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.83,0.4,wheat,Balochistan,702,Barkhan
1990,0.1165,0.101871324,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.81,0.38,wheat,Balochistan,702,Barkhan
1991,0.109375,0.100461397,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.79,0.39,wheat,Balochistan,702,Barkhan
1992,0.1079375,0.101441177,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.8,0.39,wheat,Balochistan,702,Barkhan
1993,0.121875001,0.10757353,1.808333333,21.7,12,NaN,NaN,NaN,NaN,1.86,0.4,1.86,0.39,wheat,Balochistan,702,Barkhan
1994,0.121875001,0.107608456,1.785714286,20,11.2,NaN,NaN,NaN,NaN,1.87,0.4,1.86,0.4,wheat,Balochistan,702,Barkhan
1995,0.141916667,NaN,1.767857143,19.8,11.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,702,Barkhan
1996,0.131312501,0.100981618,1.747663551,18.7,10.7,NaN,NaN,NaN,NaN,1.81,0.39,1.8,0.36,wheat,Balochistan,702,Barkhan
1997,0.125125,0.108341912,2.195121951,9,4.1,NaN,NaN,NaN,NaN,1.85,0.33,1.86,0.39,wheat,Balochistan,702,Barkhan
1998,0.1353125,0.121224265,1.987804878,16.3,8.2,NaN,NaN,NaN,NaN,1.98,0.44,1.98,0.42,wheat,Balochistan,702,Barkhan
1999,0.1123125,0.108488971,1.987654321,16.1,8.1,NaN,NaN,NaN,NaN,1.86,0.38,1.86,0.41,wheat,Balochistan,702,Barkhan
2000,0.068500001,0.073770221,1.291666667,3.1,2.4,NaN,NaN,NaN,NaN,1.77,0.35,1.56,0.34,wheat,Balochistan,702,Barkhan
2001,0.0898125,0.08746875,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.68,0.37,wheat,Balochistan,702,Barkhan
2002,0.101312501,0.096413603,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.76,0.38,wheat,Balochistan,702,Barkhan
2003,0.107812501,0.098170956,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.77,0.38,wheat,Balochistan,702,Barkhan
2004,0.0911875,0.087676471,1.973684211,30,15.2,NaN,NaN,NaN,NaN,1.61,0.32,1.68,0.38,wheat,Balochistan,702,Barkhan
2005,0.114875001,0.111336397,1.905882353,32.4,17,NaN,NaN,NaN,NaN,1.89,0.42,1.89,0.41,wheat,Balochistan,702,Barkhan
2006,0.1058125,0.102786765,1.7,28.9,17,NaN,NaN,NaN,NaN,1.83,0.39,1.81,0.39,wheat,Balochistan,702,Barkhan
2007,0.123062501,0.113038603,1.857585139,60,32.3,NaN,NaN,NaN,NaN,1.91,0.41,1.9,0.4,wheat,Balochistan,702,Barkhan
2008,0.1166875,0.112034927,1.878923767,41.9,22.3,NaN,NaN,NaN,NaN,1.9,0.4,1.9,0.39,wheat,Balochistan,702,Barkhan
2009,0.138375,0.126753677,1.939759036,32.2,16.6,NaN,NaN,NaN,NaN,2.04,0.44,2.02,0.45,wheat,Balochistan,702,Barkhan
2010,0.126937501,0.120957721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.97,0.41,wheat,Balochistan,702,Barkhan
2011,0.149875,0.136985294,2.01754386,23,11.4,21.7,10.3,1.3,1.1,2.16,0.5,2.11,0.45,wheat,Balochistan,702,Barkhan
2012,0.140750001,0.128518383,2.016666667,24.2,12,22.8,10.8,1.4,1.2,2.05,0.45,2.04,0.42,wheat,Balochistan,702,Barkhan
2013,0.13075,0.119996324,2.008130081,24.7,12.3,23.3,11,1.5,1.3,1.97,0.43,1.97,0.42,wheat,Balochistan,702,Barkhan
2014,0.1256875,0.114849265,2.008064516,24.9,12.4,23.4,11.1,1.5,1.3,1.92,0.43,1.92,0.4,wheat,Balochistan,702,Barkhan
2015,0.122874999,0.116625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,0.41,wheat,Balochistan,702,Barkhan
2016,0.135562499,0.126702206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.02,0.44,wheat,Balochistan,702,Barkhan
2017,0.125875001,0.116150736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93,0.41,wheat,Balochistan,702,Barkhan
2018,0.1273125,0.113016544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,0.41,wheat,Balochistan,702,Barkhan
2019,0.138625,0.122713236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.99,0.43,wheat,Balochistan,702,Barkhan
2020,0.1500625,0.133871324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09,0.43,wheat,Balochistan,702,Barkhan
2021,0.14725,0.125481618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.01,0.41,wheat,Balochistan,702,Barkhan
1982,NaN,NaN,0,0,118.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,604,Bhakkar
1983,0.135333334,0.157201647,1.32571912,156.7,118.2,NaN,NaN,NaN,NaN,1.31,0.23,1.31,0.23,wheat,Punjab,604,Bhakkar
1984,0.090999998,0.159572017,1.257408975,148.5,118.1,NaN,NaN,NaN,NaN,1.34,0.24,1.33,0.23,wheat,Punjab,604,Bhakkar
1985,0.119000003,0.179123456,1.222016651,132.1,108.1,NaN,NaN,NaN,NaN,1.5,0.24,1.48,0.24,wheat,Punjab,604,Bhakkar
1986,0.242666672,0.139765432,1.344888889,151.3,112.5,NaN,NaN,NaN,NaN,1.14,0.24,1.17,0.23,wheat,Punjab,604,Bhakkar
1987,0.095333333,0.18318107,1.299835255,157.8,121.4,NaN,NaN,NaN,NaN,1.53,0.24,1.51,0.25,wheat,Punjab,604,Bhakkar
1988,0.102333335,0.187728395,1.45247766,178.8,123.1,NaN,NaN,NaN,NaN,1.56,0.24,1.55,0.25,wheat,Punjab,604,Bhakkar
1989,0.068000001,0.195757202,1.53297953,202.2,131.9,NaN,NaN,NaN,NaN,1.62,0.24,1.61,0.25,wheat,Punjab,604,Bhakkar
1990,0.187999999,0.243736625,1.619631902,211.2,130.4,NaN,NaN,NaN,NaN,2.01,0.25,1.99,0.26,wheat,Punjab,604,Bhakkar
1991,0.114666671,0.211045267,1.665098039,212.3,127.5,NaN,NaN,NaN,NaN,1.74,0.25,1.73,0.25,wheat,Punjab,604,Bhakkar
1992,0.064999999,0.22252675,1.752066116,233.2,133.1,NaN,NaN,NaN,NaN,1.83,0.26,1.82,0.25,wheat,Punjab,604,Bhakkar
1993,0.096999998,0.221427983,1.651979089,221.2,133.9,NaN,NaN,NaN,NaN,1.82,0.26,1.81,0.25,wheat,Punjab,604,Bhakkar
1994,0.114333337,0.192835392,1.657677903,221.3,133.5,NaN,NaN,NaN,NaN,1.59,0.24,1.59,0.24,wheat,Punjab,604,Bhakkar
1995,0.110000002,0.253946502,1.779285714,249.1,140,NaN,NaN,NaN,NaN,2.08,0.27,2.07,0.27,wheat,Punjab,604,Bhakkar
1996,0.21633334,0.214086419,1.740740741,244.4,140.4,NaN,NaN,NaN,NaN,1.76,0.26,1.76,0.25,wheat,Punjab,604,Bhakkar
1997,0.149999999,0.194942387,1.86641791,250.1,134,NaN,NaN,NaN,NaN,1.59,0.24,1.61,0.24,wheat,Punjab,604,Bhakkar
1998,0.249999995,0.262382715,2.171348315,309.2,142.4,NaN,NaN,NaN,NaN,2.14,0.28,2.14,0.28,wheat,Punjab,604,Bhakkar
1999,0.136999999,0.247312758,1.961567445,260.3,132.7,NaN,NaN,NaN,NaN,2.02,0.28,2.02,0.27,wheat,Punjab,604,Bhakkar
2000,0.238000001,0.232427984,2.380029155,326.54,137.2,NaN,NaN,NaN,NaN,1.89,0.25,1.9,0.25,wheat,Punjab,604,Bhakkar
2001,0.177666669,0.262670782,2.241452991,314.7,140.4,NaN,NaN,NaN,NaN,2.14,0.29,2.14,0.29,wheat,Punjab,604,Bhakkar
2002,0.219333331,0.241530864,2.165787491,287.4,132.7,NaN,NaN,NaN,NaN,1.97,0.27,1.97,0.26,wheat,Punjab,604,Bhakkar
2003,0.20266667,0.281160494,2.437070938,319.5,131.1,NaN,NaN,NaN,NaN,2.28,0.29,2.29,0.29,wheat,Punjab,604,Bhakkar
2004,0.182333335,0.304872428,2.300595238,309.2,134.4,NaN,NaN,NaN,NaN,2.49,0.3,2.47,0.3,wheat,Punjab,604,Bhakkar
2005,0.285666664,0.319613168,2.466435986,356.4,144.5,NaN,NaN,NaN,NaN,2.61,0.31,2.59,0.32,wheat,Punjab,604,Bhakkar
2006,0.220666667,0.257864197,2.427016645,379.1,156.2,NaN,NaN,NaN,NaN,2.1,0.27,2.1,0.27,wheat,Punjab,604,Bhakkar
2007,0.280666674,0.328555556,2.369032258,367.2,155,NaN,NaN,NaN,NaN,2.7,0.32,2.66,0.31,wheat,Punjab,604,Bhakkar
2008,0.213666663,0.291205762,2.143757881,340,158.6,NaN,NaN,NaN,NaN,2.38,0.29,2.36,0.29,wheat,Punjab,604,Bhakkar
2009,0.271333327,0.306493827,2.273266153,383.5,168.7,NaN,NaN,NaN,NaN,2.51,0.3,2.49,0.31,wheat,Punjab,604,Bhakkar
2010,0.201666668,0.274481481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23,0.28,wheat,Punjab,604,Bhakkar
2011,0.176333338,0.286390946,2.445789763,444.4,181.7,436.2,172.8,8.2,8.9,2.33,0.3,2.33,0.29,wheat,Punjab,604,Bhakkar
2012,0.165666665,0.271806584,2.233870968,387.8,173.6,383.8,165.1,4,8.5,2.22,0.29,2.21,0.28,wheat,Punjab,604,Bhakkar
2013,0.211666663,0.287201645,2.436904762,409.4,168,401.5,159.9,7.9,8.1,2.33,0.3,2.33,0.3,wheat,Punjab,604,Bhakkar
2014,0.151333332,0.274131688,2.517898383,436.1,173.2,427.8,163.9,8.3,9.3,2.22,0.28,2.23,0.28,wheat,Punjab,604,Bhakkar
2015,0.19933333,0.287567901,2.226127393,411.7,184.94,382.45,163.9,29.25,21.04,2.35,0.3,2.34,0.31,wheat,Punjab,604,Bhakkar
2016,0.171000004,0.288329218,2.280901989,411.68,180.49,398.5,171.18,13.18,9.31,2.35,0.3,2.34,0.3,wheat,Punjab,604,Bhakkar
2017,0.113333335,0.30317284,3.070588235,519.39,169.15,507.45,161.06,11.94,8.09,2.42,0.27,2.46,0.3,wheat,Punjab,604,Bhakkar
2018,0.185000002,0.270119341,2.330539808,378.2,162.28,375.07,159.85,3.13,2.43,2.2,0.29,2.2,0.28,wheat,Punjab,604,Bhakkar
2019,0.16566667,0.298452675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.42,0.29,wheat,Punjab,604,Bhakkar
2020,0.277666668,0.293753086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.39,0.31,wheat,Punjab,604,Bhakkar
2021,0.143666665,0.274839506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24,0.29,wheat,Punjab,604,Bhakkar
1982,NaN,NaN,0.8,4.4,5.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,703,Chagai
1983,0.010142857,0.008420229,0.941176471,3.2,3.4,NaN,NaN,NaN,NaN,1.18,0.18,1.14,0.17,wheat,Balochistan,703,Chagai
1984,0.025142857,0.018084811,1.148148148,3.1,2.7,NaN,NaN,NaN,NaN,1.47,0.19,1.46,0.19,wheat,Balochistan,703,Chagai
1985,0.022714285,0.020347237,1.0625,3.4,3.2,NaN,NaN,NaN,NaN,1.55,0.19,1.53,0.19,wheat,Balochistan,703,Chagai
1986,0.011857143,0.007265207,0.866666667,3.9,4.5,NaN,NaN,NaN,NaN,1.15,0.18,1.1,0.16,wheat,Balochistan,703,Chagai
1987,0.016285714,0.010970455,1.102564103,4.3,3.9,NaN,NaN,NaN,NaN,1.24,0.18,1.22,0.17,wheat,Balochistan,703,Chagai
1988,0.026285715,0.021303094,2,2.2,1.1,NaN,NaN,NaN,NaN,1.54,0.19,1.57,0.21,wheat,Balochistan,703,Chagai
1989,0.021857143,0.025362531,1.947368421,3.7,1.9,NaN,NaN,NaN,NaN,1.69,0.21,1.7,0.22,wheat,Balochistan,703,Chagai
1990,0.015142857,0.011307612,1.566666667,4.7,3,NaN,NaN,NaN,NaN,1.19,0.18,1.23,0.17,wheat,Balochistan,703,Chagai
1991,0.020142857,0.019418839,1.571428571,4.4,2.8,NaN,NaN,NaN,NaN,1.5,0.19,1.5,0.19,wheat,Balochistan,703,Chagai
1992,0.023,0.025194647,1.696969697,5.6,3.3,NaN,NaN,NaN,NaN,1.69,0.22,1.7,0.21,wheat,Balochistan,703,Chagai
1993,0.027285715,0.029246785,1.413043478,19.5,13.8,NaN,NaN,NaN,NaN,1.84,0.23,1.83,0.22,wheat,Balochistan,703,Chagai
1994,0.017714286,0.026669795,1.464788732,20.8,14.2,NaN,NaN,NaN,NaN,1.75,0.23,1.74,0.22,wheat,Balochistan,703,Chagai
1995,0.027333334,NaN,1.86746988,15.5,8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,703,Chagai
1996,0.01,0.015653806,1.814159292,20.5,11.3,NaN,NaN,NaN,NaN,1.34,0.17,1.38,0.19,wheat,Balochistan,703,Chagai
1997,0.025714286,0.027209941,1.739130435,20,11.5,NaN,NaN,NaN,NaN,1.76,0.23,1.76,0.24,wheat,Balochistan,703,Chagai
1998,0.026571429,0.032517206,1.845679012,29.9,16.2,NaN,NaN,NaN,NaN,1.93,0.25,1.94,0.24,wheat,Balochistan,703,Chagai
1999,0.032428572,0.031957247,2.541666667,30.5,12,NaN,NaN,NaN,NaN,1.88,0.22,1.92,0.25,wheat,Balochistan,703,Chagai
2000,0.012,0.018002781,1.656716418,22.2,13.4,NaN,NaN,NaN,NaN,1.44,0.2,1.46,0.2,wheat,Balochistan,703,Chagai
2001,0.02,0.027274592,1.754385965,20,11.4,NaN,NaN,NaN,NaN,1.76,0.23,1.76,0.23,wheat,Balochistan,703,Chagai
2002,0.023285714,0.028762252,1.941176471,23.1,11.9,NaN,NaN,NaN,NaN,1.8,0.23,1.81,0.23,wheat,Balochistan,703,Chagai
2003,0.027285715,0.031785193,1.984251969,25.2,12.7,NaN,NaN,NaN,NaN,1.9,0.25,1.92,0.25,wheat,Balochistan,703,Chagai
2004,0.030714286,0.030839764,1.95035461,27.5,14.1,NaN,NaN,NaN,NaN,1.87,0.23,1.88,0.23,wheat,Balochistan,703,Chagai
2005,0.027857143,0.030711158,2.208860759,34.9,15.8,NaN,NaN,NaN,NaN,1.85,0.24,1.88,0.23,wheat,Balochistan,703,Chagai
2006,0.036142857,0.037212027,2.069620253,32.7,15.8,NaN,NaN,NaN,NaN,2.08,0.27,2.1,0.27,wheat,Balochistan,703,Chagai
2007,0.037428571,0.030347584,1.779527559,22.6,12.7,NaN,NaN,NaN,NaN,1.86,0.24,1.87,0.25,wheat,Balochistan,703,Chagai
2008,0.046714286,0.037383386,1.771653543,22.5,12.7,NaN,NaN,NaN,NaN,2.12,0.27,2.1,0.27,wheat,Balochistan,703,Chagai
2009,0.034,0.033985749,1.56122449,15.3,9.8,NaN,NaN,NaN,NaN,2,0.24,1.99,0.26,wheat,Balochistan,703,Chagai
2010,0.046285714,0.035504345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04,0.27,wheat,Balochistan,703,Chagai
2011,0.046428572,0.040567258,2.308641975,18.7,8.1,18.5,8,0.1,0.1,2.18,0.31,2.21,0.29,wheat,Balochistan,703,Chagai
2012,0.040000001,0.038812652,2.287671233,16.7,7.3,16.6,7.2,0.1,0.1,2.12,0.3,2.15,0.27,wheat,Balochistan,703,Chagai
2013,0.032000001,0.028875913,1.666666667,4,2.4,3.6,1.9,0.4,0.4,1.82,0.22,1.82,0.23,wheat,Balochistan,703,Chagai
2014,0.029571429,0.032020855,1.714285714,4.8,2.8,4.6,2.6,0.2,0.2,1.92,0.25,1.92,0.25,wheat,Balochistan,703,Chagai
2015,0.033000001,0.032057004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92,0.25,wheat,Balochistan,703,Chagai
2016,0.033571428,0.032003824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92,0.24,wheat,Balochistan,703,Chagai
2017,0.030714286,0.030891206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89,0.25,wheat,Balochistan,703,Chagai
2018,0.037,0.032436218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,0.24,wheat,Balochistan,703,Chagai
2019,0.038,0.031206465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,0.24,wheat,Balochistan,703,Chagai
2020,0.040142858,0.033920751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.99,0.24,wheat,Balochistan,703,Chagai
2021,0.039142857,0.033926312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.99,0.25,wheat,Balochistan,703,Chagai
1982,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,605,Chakwal
1983,0.179,0.154796394,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.22,0.21,wheat,Punjab,605,Chakwal
1984,0.185727273,0.119769347,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.81,0.19,wheat,Punjab,605,Chakwal
1985,0.124090909,0.120411721,0.810998736,128.3,158.2,NaN,NaN,NaN,NaN,0.82,0.19,0.82,0.18,wheat,Punjab,605,Chakwal
1986,0.175727272,0.146338843,1.034001214,170.3,164.7,NaN,NaN,NaN,NaN,1.12,0.21,1.12,0.2,wheat,Punjab,605,Chakwal
1987,0.168272728,0.136503381,0.829867675,131.7,158.7,NaN,NaN,NaN,NaN,1.01,0.2,1,0.19,wheat,Punjab,605,Chakwal
1988,0.138181819,0.09202855,0.302208835,30.1,99.6,NaN,NaN,NaN,NaN,0.53,0.18,0.49,0.17,wheat,Punjab,605,Chakwal
1989,0.20681818,0.129633359,0.921185828,127.4,138.3,NaN,NaN,NaN,NaN,0.92,0.2,0.92,0.19,wheat,Punjab,605,Chakwal
1990,0.208454547,0.139498873,1.038490007,140.3,135.1,NaN,NaN,NaN,NaN,1.03,0.2,1.04,0.19,wheat,Punjab,605,Chakwal
1991,0.201090906,0.162247183,1.217360621,172.5,141.7,NaN,NaN,NaN,NaN,1.3,0.21,1.3,0.22,wheat,Punjab,605,Chakwal
1992,0.182363634,0.152216379,1.273913043,175.8,138,NaN,NaN,NaN,NaN,1.18,0.21,1.19,0.21,wheat,Punjab,605,Chakwal
1993,0.183181817,0.157075883,0.945621469,133.9,141.6,NaN,NaN,NaN,NaN,1.25,0.2,1.24,0.21,wheat,Punjab,605,Chakwal
1994,0.148272727,0.122281743,0.8048,100.6,125,NaN,NaN,NaN,NaN,0.84,0.2,0.84,0.18,wheat,Punjab,605,Chakwal
1995,0.173181818,0.137277235,1.059607843,135.1,127.5,NaN,NaN,NaN,NaN,1.01,0.2,1.01,0.2,wheat,Punjab,605,Chakwal
1996,0.232545459,0.157070624,1.194776119,160.1,134,NaN,NaN,NaN,NaN,1.24,0.22,1.24,0.21,wheat,Punjab,605,Chakwal
1997,0.147000001,0.146425244,1.016272189,137.4,135.2,NaN,NaN,NaN,NaN,1.12,0.21,1.12,0.2,wheat,Punjab,605,Chakwal
1998,0.198181817,0.197981217,1.713556851,235.1,137.2,NaN,NaN,NaN,NaN,1.71,0.26,1.72,0.23,wheat,Punjab,605,Chakwal
1999,0.154636365,0.169118708,1.2875,179.22,139.2,NaN,NaN,NaN,NaN,1.38,0.23,1.38,0.23,wheat,Punjab,605,Chakwal
2000,0.160272728,0.115292262,1.18018732,163.81,138.8,NaN,NaN,NaN,NaN,0.72,0.16,0.76,0.19,wheat,Punjab,605,Chakwal
2001,0.104454544,0.10629151,0.599702381,80.6,134.4,NaN,NaN,NaN,NaN,0.66,0.19,0.65,0.18,wheat,Punjab,605,Chakwal
2002,0.13109091,0.108193088,0.678752108,80.5,118.6,NaN,NaN,NaN,NaN,0.67,0.19,0.68,0.17,wheat,Punjab,605,Chakwal
2003,0.137363636,0.146411721,1.118820468,129,115.3,NaN,NaN,NaN,NaN,1.11,0.21,1.12,0.2,wheat,Punjab,605,Chakwal
2004,0.164454543,0.133787378,1.147592739,145.4,126.7,NaN,NaN,NaN,NaN,0.96,0.2,0.97,0.2,wheat,Punjab,605,Chakwal
2005,0.14081818,0.178903832,1.625866051,211.2,129.9,NaN,NaN,NaN,NaN,1.48,0.23,1.5,0.23,wheat,Punjab,605,Chakwal
2006,0.115545454,0.123743802,1.041181041,134,128.7,NaN,NaN,NaN,NaN,0.84,0.19,0.86,0.18,wheat,Punjab,605,Chakwal
2007,0.16609091,0.1912284,1.595307918,217.6,136.4,NaN,NaN,NaN,NaN,1.63,0.25,1.64,0.23,wheat,Punjab,605,Chakwal
2008,0.118727273,0.155197596,1.123973727,136.9,121.8,NaN,NaN,NaN,NaN,1.22,0.22,1.22,0.21,wheat,Punjab,605,Chakwal
2009,0.133272727,0.166737791,1.310611929,169.2,129.1,NaN,NaN,NaN,NaN,1.35,0.22,1.36,0.22,wheat,Punjab,605,Chakwal
2010,0.09190909,0.096292262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.54,0.18,wheat,Punjab,605,Chakwal
2011,0.121636363,0.154851991,1.313539192,165.9,126.3,25.3,9.3,140.7,117,1.21,0.21,1.22,0.2,wheat,Punjab,605,Chakwal
2012,0.104181817,0.131341848,0.926929392,112.9,121.8,20.9,8.9,92.1,112.9,0.94,0.2,0.94,0.19,wheat,Punjab,605,Chakwal
2013,0.141727272,0.176504883,1.625636672,191.5,117.8,10.7,6.9,180.7,110.9,1.45,0.23,1.47,0.21,wheat,Punjab,605,Chakwal
2014,0.148727271,0.176208114,1.311148087,157.6,120.2,11.2,7.3,146.4,112.9,1.47,0.22,1.47,0.22,wheat,Punjab,605,Chakwal
2015,0.163636363,0.187327573,1.656391355,197.74,119.38,9.19,4.86,188.55,114.52,1.58,0.24,1.6,0.23,wheat,Punjab,605,Chakwal
2016,0.15390909,0.183864012,1.800461894,233.88,129.9,12.19,4.45,221.69,125.45,1.52,0.23,1.56,0.22,wheat,Punjab,605,Chakwal
2017,0.141727272,0.16020586,1.242434752,143.29,115.33,19.29,6.47,124,108.86,1.27,0.22,1.28,0.22,wheat,Punjab,605,Chakwal
2018,0.124181817,0.164647634,1.1127088,129.23,116.14,12.1,6.47,117.13,109.67,1.33,0.21,1.33,0.21,wheat,Punjab,605,Chakwal
2019,0.143454547,0.185232156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.57,0.23,wheat,Punjab,605,Chakwal
2020,0.165000001,0.192240421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65,0.22,wheat,Punjab,605,Chakwal
2021,0.127545456,0.175187077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.46,0.22,wheat,Punjab,605,Chakwal
1982,NaN,NaN,3.109563603,334.9,107.7,334.9,107.7,0,0,NaN,NaN,NaN,NaN,wheat,Punjab,606,Chiniot
